Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Cumulative Growth (%),Index Name,Ticker,Continent
2021-06-01 00:00:00+01:00,111.33999633789062,112.9000015258789,109.37999725341797,112.19999694824219,563872,0.0,0.0,0.0,40.777918750869915,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2021-07-01 00:00:00+01:00,112.33999633789062,114.0199966430664,109.72000122070312,113.05999755859375,711663,0.0,0.0,0.0,41.85696598208884,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2021-08-01 00:00:00+01:00,113.86000061035156,116.44000244140625,111.27999877929688,115.77999877929688,728005,0.0,0.0,0.0,45.269765636861095,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2021-09-01 00:00:00+01:00,116.31999969482422,117.37999725341797,111.5,111.62000274658203,828456,0.0,0.0,0.0,40.050197014523036,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2021-10-01 00:00:00+01:00,109.91999816894531,118.0,109.36000061035156,116.33999633789062,615238,0.0,0.0,0.0,45.97239748132329,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2021-11-01 00:00:00+00:00,116.73999786376953,119.0,113.69999694824219,113.86000061035156,840868,0.0,0.0,0.0,42.860733965012756,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2021-12-01 00:00:00+00:00,114.87999725341797,118.94000244140625,112.69999694824219,118.27999877929688,848645,0.0,0.0,0.0,48.406528617697255,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2022-01-01 00:00:00+00:00,118.27999877929688,119.55999755859375,107.5999984741211,111.95999908447266,1041781,0.0,0.0,0.0,40.47679218504911,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2022-02-01 00:00:00+00:00,112.95999908447266,115.5,103.9800033569336,110.0199966430664,1017972,0.0,0.0,0.0,38.04266104867515,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2022-03-01 00:00:00+00:00,110.04000091552734,114.16000366210938,102.30000305175781,112.9000015258789,936529,0.0,0.0,0.0,41.65621812908859,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2022-04-01 00:00:00+01:00,112.30000305175781,113.76000213623047,102.69999694824219,104.73999786376953,931096,0.0,0.0,0.0,31.417819164771753,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2022-05-01 00:00:00+01:00,104.73999786376953,105.86000061035156,96.08000183105469,103.08000183105469,724697,0.0,0.0,0.0,29.335013523269836,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2022-06-01 00:00:00+01:00,103.73999786376953,104.30000305175781,91.97000122070312,94.63999938964844,2912190,0.0,0.0,0.0,18.74529863672192,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2022-07-01 00:00:00+01:00,93.94999694824219,101.05999755859375,92.08000183105469,100.66000366210938,4368737,0.0,0.0,0.0,26.29862925525428,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2022-08-01 00:00:00+01:00,101.30000305175781,104.81999969482422,97.5,97.7699966430664,1679992,0.0,0.0,0.0,22.672522442578025,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2022-09-01 00:00:00+01:00,96.58999633789062,101.4000015258789,87.5999984741211,89.55000305175781,2751234,0.0,0.0,0.0,12.358853802607172,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2022-10-01 00:00:00+01:00,88.12000274658203,94.12999725341797,85.47000122070312,93.38999938964844,3532231,0.0,0.0,0.0,17.17691714630385,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2022-11-01 00:00:00+00:00,94.22000122070312,100.41999816894531,90.22000122070312,98.9000015258789,1250662,0.0,0.0,0.0,24.09034543640618,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2022-12-01 00:00:00+00:00,101.37999725341797,103.0,95.58000183105469,96.86000061035156,1932016,0.0,0.0,0.0,21.530745695326956,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2023-01-01 00:00:00+00:00,96.86000061035156,104.31999969482422,96.69000244140625,103.30000305175781,782322,0.0,0.0,0.0,29.61105019720598,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2023-02-01 00:00:00+00:00,103.77999877929688,106.08000183105469,99.97000122070312,100.95999908447266,1103150,0.0,0.0,0.0,26.675035069370058,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2023-03-01 00:00:00+00:00,101.27999877929688,103.72000122070312,96.97000122070312,103.54000091552734,879291,0.0,0.0,0.0,29.91217676302678,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2023-04-01 00:00:00+01:00,103.68000030517578,105.95999908447266,103.19999694824219,105.19999694824219,924519,0.0,0.0,0.0,31.99498240452869,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2023-05-01 00:00:00+01:00,105.19999694824219,106.31999969482422,103.30000305175781,103.95999908447266,1033226,0.0,0.0,0.0,30.439150646373434,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2023-06-01 00:00:00+01:00,104.62000274658203,111.37999725341797,104.37999725341797,110.19999694824219,1345738,0.0,0.0,0.0,38.26850836620099,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2023-07-01 00:00:00+01:00,110.5,119.83999633789062,108.0999984741211,114.22000122070312,809363,0.0,0.0,0.0,43.312428600064436,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2023-08-01 00:00:00+01:00,114.12000274658203,114.30000305175781,107.12000274658203,111.27999877929688,958309,0.0,0.0,0.0,39.62359227135603,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2023-09-01 00:00:00+01:00,111.27999877929688,112.08000183105469,105.68000030517578,106.91999816894531,1132767,0.0,0.0,0.0,34.153076866966515,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2023-10-01 00:00:00+01:00,106.95999908447266,113.31999969482422,102.26000213623047,103.16000366210938,1425353,0.0,0.0,0.0,29.43539223609042,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2023-11-01 00:00:00+00:00,103.54000091552734,118.68000030517578,103.18000030517578,112.4800033569336,1140681,0.0,0.0,0.0,41.12924424574194,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2023-12-01 00:00:00+00:00,112.72000122070312,124.18000030517578,112.26000213623047,118.44000244140625,1867930,0.0,0.0,0.0,48.60728604333842,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2024-01-01 00:00:00+00:00,118.44000244140625,126.83999633789062,115.30000305175781,119.45999908447266,2082651,0.0,0.0,0.0,49.88708112755755,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2024-02-01 00:00:00+00:00,118.87999725341797,136.24000549316406,118.76000213623047,123.44000244140625,1996899,0.0,0.0,0.0,54.8808120050107,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2024-03-01 00:00:00+00:00,124.19999694824219,138.86000061035156,123.72000122070312,127.73999786376953,1205875,0.0,0.0,0.0,60.27603858846431,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2024-04-01 00:00:00+01:00,127.73999786376953,139.02000427246094,121.31999969482422,124.18000030517578,1222350,0.0,0.0,0.0,55.80929116699873,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2024-05-01 00:00:00+01:00,123.08000183105469,135.4600067138672,122.80000305175781,127.45999908447266,1160780,0.0,0.0,0.0,59.92472266623321,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2024-06-01 00:00:00+01:00,129.4600067138672,135.13999938964844,128.10000610351562,132.0,1191297,0.0,0.0,0.0,65.62108538814857,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2024-07-01 00:00:00+01:00,131.9600067138672,145.1999969482422,130.1999969482422,133.74000549316406,1550811,0.0,0.0,0.0,67.804279315112,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2024-08-01 00:00:00+01:00,133.63999938964844,144.82000732421875,122.68000030517578,136.0,1570649,0.0,0.0,0.0,70.63990615748641,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2024-09-01 00:00:00+01:00,136.60000610351562,145.05999755859375,131.1909942626953,139.5399932861328,1681894,0.0,0.0,0.0,75.08155411442637,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2024-10-01 00:00:00+01:00,139.9600067138672,143.0,136.72000122070312,137.05999755859375,1419599,0.0,0.0,0.0,71.96989059811582,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2024-11-01 00:00:00+00:00,137.13999938964844,150.39999389648438,136.97999572753906,141.97999572753906,1455356,0.0,0.0,0.0,78.14303784696754,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2024-12-01 00:00:00+00:00,141.74000549316406,153.74000549316406,136.5,139.33999633789062,1996940,0.0,0.0,0.0,74.83061690501584,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2025-01-01 00:00:00+00:00,139.33999633789062,146.0,135.63999938964844,144.39999389648438,1835379,0.0,0.0,0.0,81.17942211498313,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2025-02-01 00:00:00+00:00,140.24000549316406,159.9600067138672,140.10000610351562,141.25999450683594,1592647,0.0,0.0,0.0,77.23964857686418,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2025-03-01 00:00:00+00:00,142.63999938964844,147.1199951171875,134.89999389648438,136.10000610351562,3249905,0.0,0.0,0.0,70.76538433483259,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2025-04-01 00:00:00+01:00,137.27999877929688,144.44000244140625,118.94000244140625,137.22000122070312,3285111,0.0,0.0,0.0,72.170648023757,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2025-05-01 00:00:00+01:00,138.9600067138672,160.0,138.8000030517578,145.77999877929688,2424495,0.0,0.0,0.0,82.91092140689487,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2025-06-01 00:00:00+01:00,145.55999755859375,161.60000610351562,145.25999450683594,152.4600067138672,1878939,0.0,0.0,0.0,91.29236204723563,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2025-07-01 00:00:00+01:00,152.75999450683594,169.10000610351562,152.3000030517578,155.4600067138672,2027699,0.0,0.0,0.0,95.056477624239,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2025-08-01 00:00:00+01:00,154.10000610351562,174.89999389648438,152.0,158.5,1998401,0.0,0.0,0.0,98.87077298501173,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2025-09-01 00:00:00+01:00,158.8800048828125,178.3000030517578,156.5,163.67999267578125,2586427,0.0,0.0,0.0,105.37013669156892,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2025-10-01 00:00:00+01:00,163.5,177.52000427246094,161.47999572753906,168.71400451660156,1860006,0.0,0.0,0.0,111.68633748651935,Vanguard FTSE All-World UCITS ETF,VWRA.L,Europe
2015-11-01 00:00:00-04:00,59.452600801757285,60.391148914302796,57.70839337269216,59.48582458496094,359200,0.0,0.0,0.0,0.0,iShares MSCI World ETF,URTH,North America
2015-12-01 00:00:00-05:00,59.46090726296775,60.10045405691913,56.37117119275423,57.80806350708008,1199400,0.749,0.0,0.0,-2.8204384651079106,iShares MSCI World ETF,URTH,North America
2016-01-01 00:00:00-05:00,57.114945633514445,57.60196084496557,51.060865830893725,54.87300491333008,2162200,0.0,0.0,0.0,-7.754485549817969,iShares MSCI World ETF,URTH,North America
2016-02-01 00:00:00-05:00,54.32720393187207,55.259247708803194,50.81735026133175,54.55392074584961,1389400,0.0,0.0,0.0,-8.290889255586109,iShares MSCI World ETF,URTH,North America
2016-03-01 00:00:00-05:00,54.81422313973582,58.7691089490492,54.81422313973582,58.248512268066406,1016200,0.0,0.0,0.0,-2.0800120457729165,iShares MSCI World ETF,URTH,North America
2016-04-01 00:00:00-04:00,58.06377099160498,60.347697593062634,57.12332874211103,58.8698616027832,880600,0.0,0.0,0.0,-1.0354785975908998,iShares MSCI World ETF,URTH,North America
2016-05-01 00:00:00-04:00,59.49122404074278,60.08739504304016,57.55156863846262,59.348480224609375,584700,0.0,0.0,0.0,-0.23088586450609183,iShares MSCI World ETF,URTH,North America
2016-06-01 00:00:00-04:00,59.34847711749493,60.54081905966615,55.05771943520291,58.21491241455078,563800,0.829,0.0,0.0,-2.136495844644415,iShares MSCI World ETF,URTH,North America
2016-07-01 00:00:00-04:00,59.141743053384886,61.39322571335346,57.892807071188415,61.35074234008789,458300,0.0,0.0,0.0,3.1350624592307197,iShares MSCI World ETF,URTH,North America
2016-08-01 00:00:00-04:00,61.223288395813206,62.36177649073611,60.407658326431154,61.55463790893555,462600,0.0,0.0,0.0,3.4778257482500186,iShares MSCI World ETF,URTH,North America
2016-09-01 00:00:00-04:00,61.5376559405032,63.381320170096416,60.17827232610387,61.733070373535156,1857700,0.0,0.0,0.0,3.77778370604005,iShares MSCI World ETF,URTH,North America
2016-10-01 00:00:00-04:00,61.47819283057646,61.724582162464934,59.87241966934937,60.4246711730957,576000,0.0,0.0,0.0,1.5782694359289806,iShares MSCI World ETF,URTH,North America
2016-11-01 00:00:00-04:00,60.492636935103576,61.75856903050529,59.192725914960725,61.43571090698242,543800,0.0,0.0,0.0,3.2779008034705015,iShares MSCI World ETF,URTH,North America
2016-12-01 00:00:00-05:00,61.31675530496822,64.07800596032568,61.112849379239606,62.089908599853516,1540300,0.738,0.0,0.0,4.377654732134184,iShares MSCI World ETF,URTH,North America
2017-01-01 00:00:00-05:00,63.30364273371505,65.06279505439906,62.96897575320635,64.45352935791016,614400,0.0,0.0,0.0,8.35107323065527,iShares MSCI World ETF,URTH,North America
2017-02-01 00:00:00-05:00,64.74529250060486,66.52160451039188,64.31623156542007,66.14403533935547,405900,0.0,0.0,0.0,11.192936806120768,iShares MSCI World ETF,URTH,North America
2017-03-01 00:00:00-05:00,66.4958699091626,68.16062863317235,65.9209297580493,66.82196044921875,1015000,0.0,0.0,0.0,12.332578249428039,iShares MSCI World ETF,URTH,North America
2017-04-01 00:00:00-04:00,66.89059790552633,68.26359815064136,66.03247602580464,67.94609069824219,687000,0.0,0.0,0.0,14.222323002680803,iShares MSCI World ETF,URTH,North America
2017-05-01 00:00:00-04:00,68.15202941447478,69.55934859377369,67.80877939702272,69.36198425292969,943400,0.0,0.0,0.0,16.60254310480822,iShares MSCI World ETF,URTH,North America
2017-06-01 00:00:00-04:00,69.37916583294607,70.36600749129975,68.5382098975137,68.93294525146484,1331700,0.833,0.0,0.0,15.88129732153416,iShares MSCI World ETF,URTH,North America
2017-07-01 00:00:00-04:00,69.7358233780221,71.5477031773299,69.18965346377942,71.33097076416016,211300,0.0,0.0,0.0,19.912552716288445,iShares MSCI World ETF,URTH,North America
2017-08-01 00:00:00-04:00,71.67775865854459,71.81646399208269,70.00458382092128,71.39167022705078,418400,0.0,0.0,0.0,20.014592930598553,iShares MSCI World ETF,URTH,North America
2017-09-01 00:00:00-04:00,71.51302975690524,72.99547876380338,70.7674696789356,72.90011596679688,356300,0.0,0.0,0.0,22.550399990970792,iShares MSCI World ETF,URTH,North America
2017-10-01 00:00:00-04:00,72.93478512098443,74.52126788190665,72.93478512098443,74.45191192626953,720600,0.0,0.0,0.0,25.159081925363914,iShares MSCI World ETF,URTH,North America
2017-11-01 00:00:00-04:00,74.76401638887906,76.08175325289142,73.68902539971546,75.90836334228516,396500,0.0,0.0,0.0,27.60748274384033,iShares MSCI World ETF,URTH,North America
2017-12-01 00:00:00-05:00,75.69162363548013,77.03536720332025,75.19747401253437,76.38516998291016,951500,0.825,0.0,0.0,28.409029404665386,iShares MSCI World ETF,URTH,North America
2018-01-01 00:00:00-05:00,77.37284188243338,82.45694753789154,77.18907999264785,81.10060119628906,817400,0.0,0.0,0.0,36.33601242335762,iShares MSCI World ETF,URTH,North America
2018-02-01 00:00:00-05:00,80.70683958085516,81.24062038826793,73.13756428958652,77.56536865234375,1276800,0.0,0.0,0.0,30.393029252810667,iShares MSCI World ETF,URTH,North America
2018-03-01 00:00:00-05:00,77.35534138181818,79.45548769569463,74.52014752998456,76.24401092529297,697000,0.0,0.0,0.0,28.171730756454537,iShares MSCI World ETF,URTH,North America
2018-04-01 00:00:00-04:00,76.00776626352837,78.28292254856039,74.1613878145235,76.81282043457031,553500,0.0,0.0,0.0,29.127940934670924,iShares MSCI World ETF,URTH,North America
2018-05-01 00:00:00-04:00,76.5677904855683,79.08796221469652,75.72773324252556,77.32034301757812,758700,0.0,0.0,0.0,29.98112332988667,iShares MSCI World ETF,URTH,North America
2018-06-01 00:00:00-04:00,77.95037602097379,79.57798877350967,75.64896307375535,76.53277587890625,759200,1.053,0.0,0.0,28.65716565733727,iShares MSCI World ETF,URTH,North America
2018-07-01 00:00:00-04:00,76.67775394531965,80.3522666644987,76.67775394531965,79.76788330078125,580000,0.0,0.0,0.0,34.09561665712872,iShares MSCI World ETF,URTH,North America
2018-08-01 00:00:00-04:00,79.78559764979073,81.58300820064518,78.13870763402453,80.67987823486328,331200,0.0,0.0,0.0,35.628746508559914,iShares MSCI World ETF,URTH,North America
2018-09-01 00:00:00-04:00,80.4585221548724,82.20280264590849,79.245488227213,81.28196716308594,855200,0.0,0.0,0.0,36.640901811816605,iShares MSCI World ETF,URTH,North America
2018-10-01 00:00:00-04:00,81.71583456070917,81.84864959756017,73.15378057070916,75.4824447631836,1822000,0.0,0.0,0.0,26.89148261763674,iShares MSCI World ETF,URTH,North America
2018-11-01 00:00:00-04:00,75.76576454053695,78.0413049453721,73.48136800035948,76.33243560791016,2670300,0.0,0.0,0.0,28.320379082730817,iShares MSCI World ETF,URTH,North America
2018-12-01 00:00:00-05:00,77.52777809473879,77.60746982381474,66.15892913885457,69.83344268798828,6246000,0.7609999999999999,0.0,0.0,17.395099042879213,iShares MSCI World ETF,URTH,North America
2019-01-01 00:00:00-05:00,69.61475837604753,76.02382667097973,69.19464420744049,75.94337463378906,4489700,0.0,0.0,0.0,27.666339272682585,iShares MSCI World ETF,URTH,North America
2019-02-01 00:00:00-05:00,75.89870198683826,78.89317289577242,75.11208998039746,78.20488739013672,1255500,0.0,0.0,0.0,31.468106789778428,iShares MSCI World ETF,URTH,North America
2019-03-01 00:00:00-05:00,78.77695392090739,80.10882839878083,76.54227343821135,79.36691284179688,1101100,0.0,0.0,0.0,33.42155613635425,iShares MSCI World ETF,URTH,North America
2019-04-01 00:00:00-04:00,80.13563012830826,82.3256139087675,79.94791781738626,82.3166732788086,1204900,0.0,0.0,0.0,38.38031808946243,iShares MSCI World ETF,URTH,North America
2019-05-01 00:00:00-04:00,82.44183486257155,82.45970930565389,77.23055837216289,77.55235290527344,1052700,0.0,0.0,0.0,30.371148834810025,iShares MSCI World ETF,URTH,North America
2019-06-01 00:00:00-04:00,77.54341345259621,81.77143196485983,77.15010750177065,81.36024475097656,882800,1.214,0.0,0.0,36.77249213343823,iShares MSCI World ETF,URTH,North America
2019-07-01 00:00:00-04:00,83.44813486419524,84.3995007460907,82.4242894270437,83.23068237304688,936700,0.0,0.0,0.0,39.91683389068974,iShares MSCI World ETF,URTH,North America
2019-08-01 00:00:00-04:00,83.09475570752018,83.84678711169408,78.81815171352966,81.40042114257812,937800,0.0,0.0,0.0,36.84003157141673,iShares MSCI World ETF,URTH,North America
2019-09-01 00:00:00-04:00,80.82056617595578,84.39950807376161,80.6031136659279,83.158203125,983100,0.0,0.0,0.0,39.79499100029935,iShares MSCI World ETF,URTH,North America
2019-10-01 00:00:00-04:00,83.33940577965402,85.67703543647117,80.24973771556586,85.27837371826172,1577200,0.0,0.0,0.0,43.35915205556651,iShares MSCI World ETF,URTH,North America
2019-11-01 00:00:00-04:00,85.94884905931043,88.20493644255022,85.81293868166465,87.67036437988281,1429600,0.0,0.0,0.0,47.38026242649988,iShares MSCI World ETF,URTH,North America
2019-12-01 00:00:00-05:00,87.77910984472852,89.98083641118157,85.98511451662056,89.50062561035156,2676300,0.915,0.0,0.0,50.4570647457729,iShares MSCI World ETF,URTH,North America
2020-01-01 00:00:00-05:00,90.61686463291537,92.51919851339196,89.24499044602197,89.3821792602539,2309200,0.0,0.0,0.0,50.25794781174015,iShares MSCI World ETF,URTH,North America
2020-02-01 00:00:00-05:00,89.7022798270494,93.54352467299603,80.19061761599968,82.01063537597656,4146700,0.0,0.0,0.0,37.86584610396457,iShares MSCI World ETF,URTH,North America
2020-03-01 00:00:00-05:00,82.93435925969294,87.02254503253639,60.709996927053105,71.27342987060547,7789900,0.0,0.0,0.0,19.815822286885876,iShares MSCI World ETF,URTH,North America
2020-04-01 00:00:00-04:00,69.11502575235716,80.565599973601,67.61511043533797,78.9833755493164,4755500,0.0,0.0,0.0,32.77680203711053,iShares MSCI World ETF,URTH,North America
2020-05-01 00:00:00-04:00,77.38283930628963,83.84893842381126,75.23357145401295,82.95264434814453,3344300,0.0,0.0,0.0,39.449431737584796,iShares MSCI World ETF,URTH,North America
2020-06-01 00:00:00-04:00,83.06238933935062,88.67792580224513,80.94055804044955,84.26963806152344,1887600,0.919,0.0,0.0,41.663394009382685,iShares MSCI World ETF,URTH,North America
2020-07-01 00:00:00-04:00,85.26292965074066,90.31643842356166,85.23521501444827,89.29095458984375,2264400,0.0,0.0,0.0,50.10459250222459,iShares MSCI World ETF,URTH,North America
2020-08-01 00:00:00-04:00,89.95611705632629,96.0258679543089,89.78982222151244,95.1204833984375,1183900,0.0,0.0,0.0,59.90445465302607,iShares MSCI World ETF,URTH,North America
2020-09-01 00:00:00-04:00,95.4438465158056,97.12526918192361,88.49643172186828,91.94242095947266,2410400,0.0,0.0,0.0,54.56190042075557,iShares MSCI World ETF,URTH,North America
2020-10-01 00:00:00-04:00,92.55216216610654,96.56170542465262,88.3578429438251,89.1800765991211,1419300,0.0,0.0,0.0,49.91819853106212,iShares MSCI World ETF,URTH,North America
2020-11-01 00:00:00-04:00,90.16861047473444,101.35654023861777,89.46647586763297,100.64517211914062,2254700,0.0,0.0,0.0,69.19185843241297,iShares MSCI World ETF,URTH,North America
2020-12-01 00:00:00-05:00,101.56902020091381,104.34059609536713,100.83917103622326,103.8509521484375,2951900,0.794,0.0,0.0,74.58100795108227,iShares MSCI World ETF,URTH,North America
2021-01-01 00:00:00-05:00,105.64498237386972,108.04579494232743,102.93709474161642,103.74666595458984,2097500,0.0,0.0,0.0,74.40569527016162,iShares MSCI World ETF,URTH,North America
2021-02-01 00:00:00-05:00,104.67723037591351,111.07009084212162,104.27709488065723,106.33360290527344,1328900,0.0,0.0,0.0,78.75452453954289,iShares MSCI World ETF,URTH,North America
2021-03-01 00:00:00-05:00,107.7294168464798,111.07008407535237,104.40736453225821,110.26050567626953,2484700,0.0,0.0,0.0,85.35593386419211,iShares MSCI World ETF,URTH,North America
2021-04-01 00:00:00-04:00,110.88397885248357,116.78364315468457,110.81883374993555,115.02490997314453,2657500,0.0,0.0,0.0,93.36524420008602,iShares MSCI World ETF,URTH,North America
